data,dia_semana,hora,natureza_acidente,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereço,detalhe_endereco_acidente,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via
2020-11-14,sábado ,19:07:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA DEZ DE JULHO,RUA,RUA CAMBOIM,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-14,sábado ,21:41:00,COM VÍTIMA,AGUA FRIA,RUA,RUA DA REGENERACAO,,,COLISÃO FRONTAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,40 km/h
2020-11-15,domingo ,00:51:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA ARTUR MUNIZ,AV,AV CONSELHEIRO AGUIAR,COLISÃO FRONTAL,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,
2020-11-15,domingo ,10:32:00,COM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA DR LEOPOLDO LINS,TOMBAMENTO,,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-11-15,domingo ,12:40:00,COM VÍTIMA,CAMPO GRANDE,EST,EST DE BELEM,,,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-15,domingo ,12:49:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,,,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h
2020-11-15,domingo ,13:18:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,RUA,RUA BARREIROS,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h
2020-11-16,segunda-feira ,01:32:00,COM VÍTIMA,AFOGADOS,RUA,RUA VINTE E UM DE ABRIL,RUA,RUA VISCONDE DE PELOTAS,ABALROAMENTO TRANSVERSAL,1,1,,1,,,,,,1,,Cruzamento,Bom,Intermitente,Incompleta,Seca,Perfeito estado,Outros,R-6a,
2020-11-16,segunda-feira ,09:44:00,COM VÍTIMA,ARRUDA,RUA,RUA MEM DE SA,RUA,RUA PROFESSOR JERONIMO GUEIROS,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-16,segunda-feira ,11:58:00,COM VÍTIMA,BARRO,AVENIDA,AVENIDA DR JOSE RUFINO,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,2,,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-16,segunda-feira ,13:29:00,COM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA DR JOSE RUFINO,RUA,RUA ANTONIO FIGUEIREDO,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,60 km/h
2020-11-16,segunda-feira ,15:35:00,COM VÍTIMA,IPUTINGA,AVENIDA,AVENIDA MAURICIO DE NASSAU,RUA,RUA ITAPIRANGA,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,40 km/h
2020-11-16,segunda-feira ,15:42:00,COM VÍTIMA,ILHA DO RETIRO,EST,EST DOS REMEDIOS,RUA,RUA TABAIARES,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,
2020-11-16,segunda-feira ,16:24:00,VÍTIMA FATAL,GRACAS,AVENIDA,AVENIDA RUI BARBOSA,RUA,RUA AMELIA,ABALROAMENTO TRANSVERSAL,1,2,,,,,,,,1,1,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h
2020-11-16,segunda-feira ,17:36:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA BOA VIAGEM,,,ATROPELAMENTO,1,,,,1,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-11-16,segunda-feira ,19:47:00,COM VÍTIMA,ARRUDA,EST,EST VELHA DE AGUA FRIA,AV,AV PROFESSOR JOSE DOS ANJOS,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-11-16,segunda-feira ,23:11:00,SEM VÍTIMA,DOIS UNIDOS,AVENIDA,AVENIDA HILDEBRANDO DE VASCONCELOS,,,COLISÃO,,1,,,,,,1,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,,
2020-11-17,terça-feira ,06:53:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA BRASILIA FORMOSA,,,ATROPELAMENTO,,1,,,1,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-17,terça-feira ,07:50:00,COM VÍTIMA,ARRUDA,AVENIDA,AVENIDA BEBERIBE,,,COLISÃO COM CICLISTA,,1,,1,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-11-17,terça-feira ,08:08:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,COLISÃO COM CICLISTA,,,,1,,1,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,
2020-11-17,terça-feira ,08:14:00,COM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA CAXANGA,RUA,RUA GASPAR PEREZ,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Placas Pare,
2020-11-17,terça-feira ,09:01:00,COM VÍTIMA,SANTO AMARO,RUA,RUA ODORICO MENDES,,,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h
2020-11-17,terça-feira ,11:10:00,COM VÍTIMA,PAISSANDU,RUA,RUA PAISSANDU,,,ATROPELAMENTO,,1,,,1,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,
2020-11-17,terça-feira ,11:43:00,COM VÍTIMA,TORREAO,RUA,RUA DOM JOAO COSTA,RUA,RUA FREI MIGUELINHO,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Placas Pare,
2020-11-17,terça-feira ,14:51:00,COM VÍTIMA,SAO JOSE,AVENIDA,AVENIDA MARTINS DE BARROS,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-11-17,terça-feira ,16:45:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA CAXANGA,,,ATROPELAMENTO,,,,,1,1,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,
2020-11-17,terça-feira ,17:13:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,RUA,RUA JEAN EMILE FAVRE,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-11-17,terça-feira ,17:18:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA COPACABANA,RUA,RUA CAMBOIM,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,30 km/h
2020-11-17,terça-feira ,18:47:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,,,COLISÃO COM CICLISTA,,1,,1,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-11-18,quarta-feira ,06:37:00,SEM VÍTIMA,SAO JOSE,TRV,TRV DO RAPOSO,PTE,PTE JOAQUIM CARDOSO,COLISÃO,1,,,,,,,1,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,N/I
2020-11-18,quarta-feira ,08:00:00,SEM VÍTIMA,ESPINHEIRO,RUA,RUA QUARENTA E OITO,,,COLISÃO TRASEIRA,,1,,,,,,1,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,
2020-11-18,quarta-feira ,08:24:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA FRANCISCO DA CUNHA,RUA,RUA PADRE BERNADINO PESSOA,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,
2020-11-18,quarta-feira ,08:31:00,COM VÍTIMA,SANTO AMARO,RUA,RUA DO POMBAL,RUA,RUA FREI CASSIMIRO,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Placas Pare,30 km/h
2020-11-18,quarta-feira ,08:40:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA BARAO DE SOUZA LEAO,AV,AV DOM JOAO VI,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Outros,Não há placas,60 km/h
2020-11-18,quarta-feira ,09:31:00,COM VÍTIMA,MORRO DA CONCEICAO,RUA,RUA DOIS DE FEVEREIRO,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-18,quarta-feira ,12:00:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-18,quarta-feira ,12:41:00,COM VÍTIMA,AREIAS,AVENIDA,AVENIDA RECIFE,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,2,,Longo da via,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-18,quarta-feira ,16:56:00,COM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,,,ATROPELAMENTO,,,,,1,1,,,,1,,Outros,Bom,Não existe,Não existente,Seca,Perfeito estado,Faixa de pedestre,Não há placas,20 km/h
2020-11-18,quarta-feira ,19:23:00,COM VÍTIMA,JORDAO,AVENIDA,AVENIDA MARIA IRENE,,,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-19,quinta-feira ,16:08:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA ITAJAI,RUA,RUA PAMPULHA,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Placas Pare,
2020-11-19,quinta-feira ,16:52:00,SEM VÍTIMA,CABANGA,AVENIDA,AVENIDA ENGENHEIRO JOSE ESTELITA,,,COLISÃO,,,,,,,1,1,,0,,Não informado,Bom,Não existe,,Outros,Outros,Outros,Outras,N/I
2020-11-19,quinta-feira ,17:30:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,,,ATROPELAMENTO,,1,,,1,,,,,1,,Longo da via,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,R-6a,
2020-11-19,quinta-feira ,18:39:00,COM VÍTIMA,CAMPO GRANDE,EST,EST DE BELEM,,,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,Rotatória,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,R-6a,30 km/h
2020-11-19,quinta-feira ,21:08:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA AFONSO OLINDENSE,,,COLISÃO,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Outros,Não existe,R-6c,N/I
2020-11-19,quinta-feira ,23:20:00,VÍTIMA FATAL,BEBERIBE,AVENIDA,AVENIDA BEBERIBE,RUA,RUA SAPUCAIA DO SUL,COLISÃO FRONTAL,,1,,,,1,,,,1,1,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Mal conservada,Não existe,Não há placas,
2020-11-20,sexta-feira ,01:01:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA GENERAL EDSON AMANCIO RAMALHO,RUA,RUA FELIX DE BRITO E MELO,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-11-20,sexta-feira ,07:28:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,RUA,RUA FAUSTINO PORTO,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-20,sexta-feira ,08:18:00,VÍTIMA FATAL,DOIS IRMAOS,RUA,RUA MANUEL DE MEDEIROS,,,COLISÃO FRONTAL,3,,,,,,,,,,1,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-20,sexta-feira ,10:23:00,COM VÍTIMA,APIPUCOS,RUA,RUA DE APIPUCOS,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-20,sexta-feira ,15:07:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-20,sexta-feira ,17:16:00,COM VÍTIMA,ILHA DO RETIRO,RUA,RUA SPORT CLUBE DO RECIFE,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-11-20,sexta-feira ,18:28:00,COM VÍTIMA,CABANGA,AVENIDA,AVENIDA SUL,,,COLISÃO COM CICLISTA,,,,1,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-11-20,sexta-feira ,19:09:00,COM VÍTIMA,BONGI,EST,EST DO BONGI,,,ATROPELAMENTO,,1,,,1,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-21,sábado ,13:17:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,RUA,RUA ALEXANDRINO MARTINS RODRIGUES,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-11-21,sábado ,16:36:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA BOA VIAGEM,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,,60 km/h
2020-11-21,sábado ,16:47:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,ATROPELAMENTO,1,,,,1,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-21,sábado ,23:20:00,SEM VÍTIMA,NOVA DESCOBERTA,AVENIDA,AVENIDA NORTE,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-11-21,sábado ,23:36:00,COM VÍTIMA,IPSEP,RUA,RUA JEAN EMILE FAVRE,RUA,RUA PAMPULHA,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-22,domingo ,08:20:00,COM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA CAXANGA,,,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,R-32,
2020-11-22,domingo ,08:28:00,COM VÍTIMA,ALTO SANTA TERESINHA,RUA,RUA TAMBOARA,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-11-22,domingo ,23:26:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,RUA,RUA PADRE CARAPUCEIRO,COLISÃO,1,,,,,,,1,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,N/I
2020-11-23,segunda-feira ,08:32:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA GENERAL SALGADO,RUA,RUA COSMORAMA,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,
2020-11-23,segunda-feira ,19:07:00,SEM VÍTIMA,IPSEP,RUA,RUA PINTOR ANTONIO ALBUQUERQUE,RUA,RUA ABDIAS CABRAL DE MOURA,CHOQUE OBJETO FIXO,,,,,,,1,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,30KM
2020-11-23,segunda-feira ,19:47:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA PINHEIROS,RUA,RUA ARQUITETO LUIZ NUNES,COLISÃO FRONTAL,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-24,terça-feira ,09:54:00,COM VÍTIMA,APIPUCOS,RUA,RUA DE APIPUCOS,,,COLISÃO FRONTAL,2,,,,,,,,,2,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,R-6a,
2020-11-24,terça-feira ,10:13:00,COM VÍTIMA,PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,ATROPELAMENTO,1,1,,,1,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-11-24,terça-feira ,12:39:00,COM VÍTIMA,VARZEA,RUA,RUA PROFESSOR ANTONIO COELHO,RUA,RUA ODON RODRIGUES DE MORAIS REGO,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,30 km/h
2020-11-24,terça-feira ,12:50:00,SEM VÍTIMA,JARDIM SAO PAULO,RUA,RUA LEANDRO BARRETO,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-11-24,terça-feira ,13:45:00,COM VÍTIMA,BOA VISTA,RUA,RUA DA AURORA,RUA,RUA MAMEDE SIMOES,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-11-24,terça-feira ,17:14:00,COM VÍTIMA,VARZEA,AVENIDA,AVENIDA AFONSO OLINDENSE,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-24,terça-feira ,18:44:00,COM VÍTIMA,ENCRUZILHADA,EST,EST DE BELEM,RUA,RUA DONA JULIETA,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,
2020-11-24,terça-feira ,21:14:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,RUA,RUA DOIS DE JULHO,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-11-25,quarta-feira ,09:04:00,COM VÍTIMA,CABANGA,RUA,RUA DILERMANO REIS,RUA,RUA COMANDANTE ANTONIO MANHAES DE MATTOS,COLISÃO COM CICLISTA,,,,1,,1,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,30 km/h
2020-11-25,quarta-feira ,14:09:00,COM VÍTIMA,ROSARINHO,EST,EST VELHA DE AGUA FRIA,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-25,quarta-feira ,15:43:00,COM VÍTIMA,TEJIPIO,RUA,RUA FALCAO DE LACERDA,,,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Longo da via,Bom,,Incompleta,Seca,Mal conservada,Não existe,R-6a,
2020-11-25,quarta-feira ,19:05:00,COM VÍTIMA,SAO JOSE,RUA,RUA IMPERIAL,TRV,TRV DO RAPOSO,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,
2020-11-26,quinta-feira ,11:39:00,COM VÍTIMA,JIQUIA,AVENIDA,AVENIDA DR JOSE RUFINO,RUA,RUA PASSO DA SANTA CRUZ,COLISÃO FRONTAL,,1,,,,,1,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h
2020-11-26,quinta-feira ,12:51:00,COM VÍTIMA,JOANA BEZERRA,VIADUTO,VIADUTO PAPA JOAO PAULO II,,,ATROPELAMENTO,,,,,1,1,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-26,quinta-feira ,15:39:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,1,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,60 km/h
2020-11-26,quinta-feira ,16:18:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,RUA,RUA ITACARE,ABALROAMENTO TRANSVERSAL,2,,,,1,,,,,1,,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h
2020-11-26,quinta-feira ,18:58:00,COM VÍTIMA,DERBY,RUA,RUA JOAQUIM NABUCO,,,COLISÃO TRASEIRA,1,1,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,50 km/h
2020-11-27,sexta-feira ,03:02:00,COM VÍTIMA,SANTO ANTONIO,RUA,RUA DO SOL,PRC,PRC DA REPUBLICA,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-11-27,sexta-feira ,08:16:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA CAXANGA,,,COLISÃO COM CICLISTA,,1,,1,,,,,,3,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-11-27,sexta-feira ,09:49:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA BEIRA RIO,,,CHOQUE VEÍCULO PARADO,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-11-27,sexta-feira ,10:52:00,SEM VÍTIMA,SANTO AMARO,RUA,RUA DA SAUDADE,RUA,RUA JOAO LIRA,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-11-27,sexta-feira ,10:59:00,COM VÍTIMA,TAMARINEIRA,AVENIDA,AVENIDA NORTE,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-11-27,sexta-feira ,16:56:00,COM VÍTIMA,APIPUCOS,AVENIDA,AVENIDA DEZESSETE DE AGOSTO,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Outras,
2020-11-27,sexta-feira ,19:00:00,COM VÍTIMA,SANTO AMARO,RUA,RUA AURORA,AV,AV NORTE,COLISÃO COM CICLISTA,,1,,1,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-11-28,sábado ,07:33:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,RUA,RUA PEDRO AFONSO,COLISÃO FRONTAL,1,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,
2020-11-28,sábado ,11:23:00,COM VÍTIMA,SANTO AMARO,RUA,RUA DA AURORA,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-11-28,sábado ,14:06:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,ABALROAMENTO LONGITUDINAL,2,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-11-28,sábado ,17:13:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA NORTE,,,COLISÃO COM CICLISTA,,1,,1,,,,,,2,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h
